"id","prob_A","prob_B","prob_C","prob_D","prob_E"
1,0.234131508931965,0.379323451159255,0.226149752945648,0.107183580387685,0.0532117065754466
2,0.0152838427947598,0.074235807860262,0.223799126637555,0.426855895196507,0.259825327510917
3,0.234131508931965,0.379323451159255,0.226149752945648,0.107183580387685,0.0532117065754466
4,0.234131508931965,0.379323451159255,0.226149752945648,0.107183580387685,0.0532117065754466
5,0.234131508931965,0.379323451159255,0.226149752945648,0.107183580387685,0.0532117065754466
6,0.234131508931965,0.379323451159255,0.226149752945648,0.107183580387685,0.0532117065754466
7,0.234131508931965,0.379323451159255,0.226149752945648,0.107183580387685,0.0532117065754466
8,0.234131508931965,0.379323451159255,0.226149752945648,0.107183580387685,0.0532117065754466
9,0.234131508931965,0.379323451159255,0.226149752945648,0.107183580387685,0.0532117065754466
10,0.0152838427947598,0.074235807860262,0.223799126637555,0.426855895196507,0.259825327510917
11,0.234131508931965,0.379323451159255,0.226149752945648,0.107183580387685,0.0532117065754466
12,0.00374064837905237,0.0112219451371571,0.0561097256857855,0.322942643391521,0.605985037406484
13,0.234131508931965,0.379323451159255,0.226149752945648,0.107183580387685,0.0532117065754466
14,0.00374064837905237,0.0112219451371571,0.0561097256857855,0.322942643391521,0.605985037406484
15,0.00374064837905237,0.0112219451371571,0.0561097256857855,0.322942643391521,0.605985037406484
16,0.0542026708562451,0.196386488609584,0.351924587588374,0.272584446190102,0.124901806755695
17,0.0542026708562451,0.196386488609584,0.351924587588374,0.272584446190102,0.124901806755695
18,0.234131508931965,0.379323451159255,0.226149752945648,0.107183580387685,0.0532117065754466
19,0.0542026708562451,0.196386488609584,0.351924587588374,0.272584446190102,0.124901806755695
20,0.0542026708562451,0.196386488609584,0.351924587588374,0.272584446190102,0.124901806755695
21,0.0152838427947598,0.074235807860262,0.223799126637555,0.426855895196507,0.259825327510917
22,0.0542026708562451,0.196386488609584,0.351924587588374,0.272584446190102,0.124901806755695
23,0.00374064837905237,0.0112219451371571,0.0561097256857855,0.322942643391521,0.605985037406484
24,0.0542026708562451,0.196386488609584,0.351924587588374,0.272584446190102,0.124901806755695
25,0.234131508931965,0.379323451159255,0.226149752945648,0.107183580387685,0.0532117065754466
26,0.0542026708562451,0.196386488609584,0.351924587588374,0.272584446190102,0.124901806755695
27,0.0152838427947598,0.074235807860262,0.223799126637555,0.426855895196507,0.259825327510917
28,0.0542026708562451,0.196386488609584,0.351924587588374,0.272584446190102,0.124901806755695
29,0.00374064837905237,0.0112219451371571,0.0561097256857855,0.322942643391521,0.605985037406484
30,0.234131508931965,0.379323451159255,0.226149752945648,0.107183580387685,0.0532117065754466
31,0.234131508931965,0.379323451159255,0.226149752945648,0.107183580387685,0.0532117065754466
32,0.0542026708562451,0.196386488609584,0.351924587588374,0.272584446190102,0.124901806755695
33,0.0152838427947598,0.074235807860262,0.223799126637555,0.426855895196507,0.259825327510917
34,0.0542026708562451,0.196386488609584,0.351924587588374,0.272584446190102,0.124901806755695
35,0.234131508931965,0.379323451159255,0.226149752945648,0.107183580387685,0.0532117065754466
36,0.234131508931965,0.379323451159255,0.226149752945648,0.107183580387685,0.0532117065754466
37,0.0542026708562451,0.196386488609584,0.351924587588374,0.272584446190102,0.124901806755695
38,0.00374064837905237,0.0112219451371571,0.0561097256857855,0.322942643391521,0.605985037406484
39,0.234131508931965,0.379323451159255,0.226149752945648,0.107183580387685,0.0532117065754466
40,0.0152838427947598,0.074235807860262,0.223799126637555,0.426855895196507,0.259825327510917
41,0.234131508931965,0.379323451159255,0.226149752945648,0.107183580387685,0.0532117065754466
42,0.234131508931965,0.379323451159255,0.226149752945648,0.107183580387685,0.0532117065754466
43,0.00374064837905237,0.0112219451371571,0.0561097256857855,0.322942643391521,0.605985037406484
44,0.0152838427947598,0.074235807860262,0.223799126637555,0.426855895196507,0.259825327510917
45,0.234131508931965,0.379323451159255,0.226149752945648,0.107183580387685,0.0532117065754466
46,0.00374064837905237,0.0112219451371571,0.0561097256857855,0.322942643391521,0.605985037406484
47,0.234131508931965,0.379323451159255,0.226149752945648,0.107183580387685,0.0532117065754466
48,0.234131508931965,0.379323451159255,0.226149752945648,0.107183580387685,0.0532117065754466
49,0.234131508931965,0.379323451159255,0.226149752945648,0.107183580387685,0.0532117065754466
50,0.234131508931965,0.379323451159255,0.226149752945648,0.107183580387685,0.0532117065754466
51,0.234131508931965,0.379323451159255,0.226149752945648,0.107183580387685,0.0532117065754466
52,0.234131508931965,0.379323451159255,0.226149752945648,0.107183580387685,0.0532117065754466
53,0.0152838427947598,0.074235807860262,0.223799126637555,0.426855895196507,0.259825327510917
54,0.0152838427947598,0.074235807860262,0.223799126637555,0.426855895196507,0.259825327510917
55,0.0542026708562451,0.196386488609584,0.351924587588374,0.272584446190102,0.124901806755695
56,0.234131508931965,0.379323451159255,0.226149752945648,0.107183580387685,0.0532117065754466
57,0.0152838427947598,0.074235807860262,0.223799126637555,0.426855895196507,0.259825327510917
58,0.234131508931965,0.379323451159255,0.226149752945648,0.107183580387685,0.0532117065754466
59,0.234131508931965,0.379323451159255,0.226149752945648,0.107183580387685,0.0532117065754466
60,0.234131508931965,0.379323451159255,0.226149752945648,0.107183580387685,0.0532117065754466
61,0.234131508931965,0.379323451159255,0.226149752945648,0.107183580387685,0.0532117065754466
62,0.0152838427947598,0.074235807860262,0.223799126637555,0.426855895196507,0.259825327510917
63,0.0152838427947598,0.074235807860262,0.223799126637555,0.426855895196507,0.259825327510917
64,0.0542026708562451,0.196386488609584,0.351924587588374,0.272584446190102,0.124901806755695
65,0.234131508931965,0.379323451159255,0.226149752945648,0.107183580387685,0.0532117065754466
66,0.0152838427947598,0.074235807860262,0.223799126637555,0.426855895196507,0.259825327510917
67,0.234131508931965,0.379323451159255,0.226149752945648,0.107183580387685,0.0532117065754466
68,0.0542026708562451,0.196386488609584,0.351924587588374,0.272584446190102,0.124901806755695
69,0.0542026708562451,0.196386488609584,0.351924587588374,0.272584446190102,0.124901806755695
70,0.234131508931965,0.379323451159255,0.226149752945648,0.107183580387685,0.0532117065754466
71,0.0152838427947598,0.074235807860262,0.223799126637555,0.426855895196507,0.259825327510917
72,0.00374064837905237,0.0112219451371571,0.0561097256857855,0.322942643391521,0.605985037406484
73,0.0542026708562451,0.196386488609584,0.351924587588374,0.272584446190102,0.124901806755695
74,0.00374064837905237,0.0112219451371571,0.0561097256857855,0.322942643391521,0.605985037406484
75,0.234131508931965,0.379323451159255,0.226149752945648,0.107183580387685,0.0532117065754466
76,0.00374064837905237,0.0112219451371571,0.0561097256857855,0.322942643391521,0.605985037406484
77,0.00374064837905237,0.0112219451371571,0.0561097256857855,0.322942643391521,0.605985037406484
78,0.0542026708562451,0.196386488609584,0.351924587588374,0.272584446190102,0.124901806755695
79,0.234131508931965,0.379323451159255,0.226149752945648,0.107183580387685,0.0532117065754466
80,0.0542026708562451,0.196386488609584,0.351924587588374,0.272584446190102,0.124901806755695
81,0.234131508931965,0.379323451159255,0.226149752945648,0.107183580387685,0.0532117065754466
82,0.234131508931965,0.379323451159255,0.226149752945648,0.107183580387685,0.0532117065754466
83,0.234131508931965,0.379323451159255,0.226149752945648,0.107183580387685,0.0532117065754466
84,0.234131508931965,0.379323451159255,0.226149752945648,0.107183580387685,0.0532117065754466
85,0.0152838427947598,0.074235807860262,0.223799126637555,0.426855895196507,0.259825327510917
86,0.0542026708562451,0.196386488609584,0.351924587588374,0.272584446190102,0.124901806755695
87,0.0542026708562451,0.196386488609584,0.351924587588374,0.272584446190102,0.124901806755695
88,0.0152838427947598,0.074235807860262,0.223799126637555,0.426855895196507,0.259825327510917
89,0.234131508931965,0.379323451159255,0.226149752945648,0.107183580387685,0.0532117065754466
90,0.0152838427947598,0.074235807860262,0.223799126637555,0.426855895196507,0.259825327510917
91,0.00374064837905237,0.0112219451371571,0.0561097256857855,0.322942643391521,0.605985037406484
92,0.00374064837905237,0.0112219451371571,0.0561097256857855,0.322942643391521,0.605985037406484
93,0.0542026708562451,0.196386488609584,0.351924587588374,0.272584446190102,0.124901806755695
94,0.00374064837905237,0.0112219451371571,0.0561097256857855,0.322942643391521,0.605985037406484
95,0.0152838427947598,0.074235807860262,0.223799126637555,0.426855895196507,0.259825327510917
96,0.0152838427947598,0.074235807860262,0.223799126637555,0.426855895196507,0.259825327510917
97,0.234131508931965,0.379323451159255,0.226149752945648,0.107183580387685,0.0532117065754466
98,0.0542026708562451,0.196386488609584,0.351924587588374,0.272584446190102,0.124901806755695
99,0.0542026708562451,0.196386488609584,0.351924587588374,0.272584446190102,0.124901806755695
100,0.0542026708562451,0.196386488609584,0.351924587588374,0.272584446190102,0.124901806755695
101,0.234131508931965,0.379323451159255,0.226149752945648,0.107183580387685,0.0532117065754466
