"id","kissed"
1,0.769272744655609
2,0.651641845703125
3,0.665077090263367
4,0.6134153008461
5,0.59683632850647
6,0.726848900318146
7,0.590184926986694
8,0.698033690452576
9,0.551830470561981
10,0.666914701461792
11,0.86628170311451
12,0.759978696703911
13,0.566109508275986
14,0.812679186463356
15,0.647466689348221
16,0.792617321014404
17,0.830308049917221
18,0.764500737190247
19,0.606974333524704
20,0.692087382078171
21,0.703666061162949
22,0.614686787128448
23,0.74011954665184
24,0.674660712480545
25,0.628127068281174
26,0.693935841321945
27,0.657337784767151
28,0.705993801355362
29,0.826888278126717
30,0.637149840593338
31,0.662566155195236
32,0.724826872348785
33,0.513236314058304
34,0.747148722410202
35,0.665650576353073
36,0.651247441768646
37,0.713319957256317
38,0.789007529616356
39,0.632797926664352
40,0.63783460855484
41,0.698620408773422
42,0.620717287063599
43,0.590682834386826
44,0.66926446557045
45,0.713278621435165
46,0.616324692964554
47,0.661813616752625
48,0.698102742433548
49,0.606426000595093
50,0.674900233745575
51,0.475847184658051
52,0.650843352079391
53,0.765591219067574
54,0.477359771728516
55,0.723092555999756
56,0.639945536851883
57,0.913532204926014
58,0.811341345310211
59,0.646248281002045
60,0.589976996183395
61,0.85209296643734
62,0.625426232814789
63,0.843213260173798
64,0.545655012130737
65,0.624414622783661
66,0.536738365888596
67,0.532196372747421
68,0.840004310011864
69,0.738225847482681
70,0.904315613210201
71,0.641305714845657
72,0.651334226131439
73,0.6857590675354
74,0.792986527085304
75,0.584606051445007
76,0.854028105735779
77,0.712565869092941
78,0.712842375040054
79,0.654675096273422
80,0.639915555715561
81,0.606457084417343
82,0.616142243146896
83,0.627092331647873
84,0.593223631381989
85,0.764693111181259
86,0.724654972553253
87,0.640103340148926
88,0.651707023382187
89,0.699898898601532
90,0.785829097032547
91,0.58010733127594
92,0.681089282035828
93,0.761168852448463
94,0.710430383682251
95,0.707513451576233
96,0.894838966429234
97,0.572577923536301
98,0.830947116017342
99,0.679180532693863
100,0.742720276117325
101,0.858483180403709
102,0.610414057970047
103,0.758499130606651
104,0.639941453933716
105,0.643018543720245
106,0.722126930952072
107,0.718013942241669
108,0.657899498939514
109,0.621091932058334
110,0.770174086093903
111,0.577368199825287
112,0.547297835350037
113,0.573119610548019
114,0.673139691352844
115,0.788617670536041
116,0.856187179684639
117,0.609850287437439
118,0.643209338188171
119,0.682636111974716
120,0.592088371515274
121,0.488920867443085
122,0.64490470290184
123,0.83148093521595
124,0.736990571022034
125,0.509981513023376
126,0.6282699406147
127,0.662520438432693
128,0.803687691688538
129,0.699831038713455
130,0.507243603467941
131,0.742718726396561
132,0.685390323400497
133,0.729790359735489
134,0.612365543842316
135,0.653652876615524
136,0.732111513614655
137,0.719449609518051
138,0.751807630062103
139,0.727332979440689
140,0.725850343704224
141,0.793185785412788
142,0.748865872621536
143,0.55759871006012
144,0.756614461541176
145,0.743612170219421
146,0.495200395584106
147,0.678555011749268
148,0.653278201818466
149,0.682889670133591
150,0.65386438369751
151,0.522829711437225
152,0.587393194437027
153,0.764003098011017
154,0.748003929853439
155,0.63641893863678
156,0.73000493645668
157,0.523192375898361
158,0.728385299444199
159,0.580893993377686
160,0.611520439386368
161,0.61870476603508
162,0.80583743751049
163,0.617658406496048
164,0.667501270771027
165,0.693259507417679
166,0.623444825410843
167,0.657057851552963
168,0.762676298618317
169,0.682051569223404
170,0.704528391361237
171,0.629962116479874
172,0.858383223414421
173,0.609754711389542
174,0.653753906488419
175,0.677127689123154
176,0.735149502754211
177,0.689067602157593
178,0.717668622732162
179,0.616436898708344
180,0.760994240641594
181,0.650862783193588
182,0.700460851192474
183,0.761344209313393
184,0.632252991199493
185,0.798194795846939
186,0.610857486724854
187,0.794520974159241
188,0.66054779291153
189,0.592038452625275
190,0.57959458231926
191,0.728579014539719
192,0.70988941192627
193,0.70121955871582
194,0.773133382201195
195,0.612296611070633
196,0.793882086873055
197,0.55736631155014
198,0.593446135520935
199,0.770713597536087
200,0.660722374916077
201,0.641793668270111
202,0.781226798892021
203,0.789843887090683
204,0.615701586008072
205,0.641916781663895
206,0.67546471953392
207,0.55067589879036
208,0.607597351074219
209,0.683880269527435
210,0.556288659572601
211,0.650692284107208
212,0.729442358016968
213,0.630945831537247
214,0.709684193134308
215,0.706077218055725
216,0.530593276023865
217,0.604417055845261
218,0.67659130692482
219,0.613581538200378
220,0.680985271930695
221,0.689359247684479
222,0.642125844955444
223,0.725661903619766
224,0.719692826271057
225,0.718355566263199
226,0.693412333726883
227,0.809813782572746
228,0.56935641169548
229,0.608555763959885
230,0.87417559325695
231,0.748059809207916
232,0.644741237163544
233,0.705847799777985
234,0.618843287229538
235,0.549943178892136
236,0.753865569829941
237,0.590542823076248
238,0.810735031962395
239,0.542591035366058
240,0.694281429052353
241,0.629027456045151
242,0.600757658481598
243,0.662566155195236
244,0.790983647108078
245,0.5174899995327
246,0.570905089378357
247,0.592781603336334
248,0.629320681095123
249,0.525463759899139
250,0.780576914548874
251,0.592311978340149
252,0.648560732603073
253,0.723758220672607
254,0.671393662691116
255,0.761630773544312
256,0.696441859006882
257,0.657599568367004
258,0.694041967391968
259,0.611354976892471
260,0.657899498939514
261,0.598459988832474
262,0.614811480045319
263,0.586007952690125
264,0.519875138998032
265,0.718588382005692
266,0.71934711933136
267,0.622773200273514
268,0.646274358034134
269,0.444242060184479
270,0.84815688431263
271,0.818000420928001
272,0.476204991340637
273,0.631674021482468
274,0.613786727190018
275,0.686240464448929
276,0.815624058246613
277,0.803298100829124
278,0.554853767156601
279,0.64800614118576
280,0.601524382829666
281,0.641229838132858
282,0.79879854619503
283,0.868831366300583
284,0.53728574514389
285,0.608637750148773
286,0.750258773565292
287,0.680310040712357
288,0.565175771713257
289,0.835742890834808
290,0.833777412772179
291,0.811279386281967
292,0.703049927949905
293,0.85291114449501
294,0.600964307785034
295,0.767325967550278
296,0.671089947223663
297,0.681014388799667
298,0.654050260782242
299,0.750095933675766
300,0.672348409891129
301,0.665891975164413
302,0.740022033452988
303,0.772632956504822
304,0.721193730831146
305,0.652288228273392
306,0.777940317988396
307,0.607698351144791
308,0.679107874631882
309,0.71664759516716
310,0.824073672294617
311,0.901599280536175
312,0.654477655887604
313,0.620575815439224
314,0.573150217533112
315,0.70121955871582
316,0.789151385426521
317,0.602345675230026
318,0.675068527460098
319,0.737466424703598
320,0.728561908006668
321,0.733256578445435
322,0.716886460781097
323,0.694482117891312
324,0.612154841423035
325,0.788887739181519
326,0.698672235012054
327,0.65876641869545
328,0.590013802051544
329,0.681968539953232
330,0.809533149003983
331,0.619360566139221
332,0.762609049677849
333,0.714453667402267
334,0.607926487922668
335,0.579997360706329
336,0.844207301735878
337,0.633036822080612
338,0.715889602899551
339,0.488541185855865
340,0.70887815952301
341,0.782616689801216
342,0.69174000620842
343,0.669206649065018
344,0.713025778532028
345,0.716988176107407
346,0.669327348470688
347,0.581702262163162
348,0.772613629698753
349,0.5895194709301
350,0.540575295686722
351,0.677167177200317
352,0.694296926259995
353,0.869753167033195
354,0.514586001634598
355,0.594078004360199
356,0.638117164373398
357,0.722927570343018
358,0.721131920814514
359,0.70034196972847
360,0.711386293172836
361,0.571631699800491
362,0.615409314632416
363,0.64490470290184
364,0.595321595668793
365,0.837012499570847
366,0.71521183848381
367,0.813742384314537
368,0.748312056064606
369,0.504627466201782
370,0.62173792719841
371,0.670841991901398
372,0.700812429189682
373,0.576860070228577
374,0.77654542028904
375,0.627830773591995
376,0.828571692109108
377,0.794638141989708
378,0.67617467045784
379,0.634495675563812
380,0.620669335126877
381,0.589418977499008
382,0.628659009933472
383,0.818927094340324
384,0.788614645600319
385,0.66532689332962
386,0.656135410070419
387,0.667871445417404
388,0.654827564954758
389,0.625814139842987
